UID	Product_ID	Review_ID	Review_Text	Processed_Text	Tokens	Rating	TextBlob	Vader	API	Matched_token	Theme	Subtheme
450	40023184	144	 Full cheating and size is very small don't buy in big basket this kind of product	full cheat size very small do not buy big basket kind product	['full', 'cheat', 'size', 'very', 'small', 'do', 'not', 'buy', 'big', 'basket', 'kind', 'product']	1	POSITIVE	POSITIVE	NEGATIVE	do	operational_effectiveness	n/a
451	40023184	145	 As it is written that it will hold 1 L but it is too small it will hold max 500 ml.	write hold l but too small hold max 00 ml	['write', 'hold', 'l', 'but', 'too', 'small', 'hold', 'max', '00', 'ml']	2	NEGATIVE	NEUTRAL	NEUTRAL	ml	size	n/a
452	40023184	145	 As it is written that it will hold 1 L but it is too small it will hold max 500 ml.	write hold l but too small hold max 00 ml	['write', 'hold', 'l', 'but', 'too', 'small', 'hold', 'max', '00', 'ml']	2	NEGATIVE	NEUTRAL	NEUTRAL	small	size	n/a
453	40023184	146	Very small not worthy	very small not worthy	['very', 'small', 'not', 'worthy']	1	NEGATIVE	NEGATIVE	NEGATIVE	small	size	n/a
454	40023184	146	Very small not worthy	very small not worthy	['very', 'small', 'not', 'worthy']	1	NEGATIVE	NEGATIVE	NEGATIVE	worthy	quality	n/a
455	40023184	146	Very small not worthy	very small not worthy	['very', 'small', 'not', 'worthy']	1	NEGATIVE	NEGATIVE	NEGATIVE	not worth	price	expensive
456	40023184	147	 Bad	bad	['bad']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
457	40023184	148	 ineed to return the product	ineed return product	['ineed', 'return', 'product']	1	NEUTRAL	NEUTRAL	NEUTRAL	return	quality	n/a
458	40023184	149	 small in size	small size	['small', 'size']	3	NEGATIVE	NEUTRAL	POSITIVE	size	size	n/a
459	40023184	149	 small in size	small size	['small', 'size']	3	NEGATIVE	NEUTRAL	POSITIVE	small	size	n/a
460	40023184	149	 small in size	small size	['small', 'size']	3	NEGATIVE	NEUTRAL	POSITIVE	small in size	size	insignificant
461	40023184	150	 kadhai is that heavy it didn't reach my expectations BB u disappointed me ?	kadhai heavy do not reach expectations bb disappoint	['kadhai', 'heavy', 'do', 'not', 'reach', 'expectations', 'bb', 'disappoint']	1	NEGATIVE	NEGATIVE	NEGATIVE	disappoint	quality	n/a
462	40023184	150	 kadhai is that heavy it didn't reach my expectations BB u disappointed me ?	kadhai heavy do not reach expectations bb disappoint	['kadhai', 'heavy', 'do', 'not', 'reach', 'expectations', 'bb', 'disappoint']	1	NEGATIVE	NEGATIVE	NEGATIVE	heavy	quality	n/a
463	40023184	150	 kadhai is that heavy it didn't reach my expectations BB u disappointed me ?	kadhai heavy do not reach expectations bb disappoint	['kadhai', 'heavy', 'do', 'not', 'reach', 'expectations', 'bb', 'disappoint']	1	NEGATIVE	NEGATIVE	NEGATIVE	do	operational_effectiveness	n/a
464	40023184	151	love the ksdai toooooo cute?? going to buy one more can be used for serving..	love ksdai toooooo cute go buy one more can use serve	['love', 'ksdai', 'toooooo', 'cute', 'go', 'buy', 'one', 'more', 'can', 'use', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	can	shipping_delivery	n/a
465	40023184	151	love the ksdai toooooo cute?? going to buy one more can be used for serving..	love ksdai toooooo cute go buy one more can use serve	['love', 'ksdai', 'toooooo', 'cute', 'go', 'buy', 'one', 'more', 'can', 'use', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	cute	quality	n/a
466	40023184	151	love the ksdai toooooo cute?? going to buy one more can be used for serving..	love ksdai toooooo cute go buy one more can use serve	['love', 'ksdai', 'toooooo', 'cute', 'go', 'buy', 'one', 'more', 'can', 'use', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	love	quality	n/a
467	40023184	151	love the ksdai toooooo cute?? going to buy one more can be used for serving..	love ksdai toooooo cute go buy one more can use serve	['love', 'ksdai', 'toooooo', 'cute', 'go', 'buy', 'one', 'more', 'can', 'use', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	serve	operational_effectiveness	n/a
468	40023184	151	love the ksdai toooooo cute?? going to buy one more can be used for serving..	love ksdai toooooo cute go buy one more can use serve	['love', 'ksdai', 'toooooo', 'cute', 'go', 'buy', 'one', 'more', 'can', 'use', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	use	operational_effectiveness	n/a
469	40023184	152	 not 1ltr, too small.	not ltr too small	['not', 'ltr', 'too', 'small']	3	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
470	40023184	153	 Good	good	['good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
471	40023184	154	disappointing very small . want to return the product . not as per picture displayed	disappoint very small want return product not per picture display	['disappoint', 'very', 'small', 'want', 'return', 'product', 'not', 'per', 'picture', 'display']	1	NEGATIVE	NEGATIVE	NEGATIVE	small	size	n/a
472	40023184	154	disappointing very small . want to return the product . not as per picture displayed	disappoint very small want return product not per picture display	['disappoint', 'very', 'small', 'want', 'return', 'product', 'not', 'per', 'picture', 'display']	1	NEGATIVE	NEGATIVE	NEGATIVE	disappoint	quality	n/a
473	40023184	154	disappointing very small . want to return the product . not as per picture displayed	disappoint very small want return product not per picture display	['disappoint', 'very', 'small', 'want', 'return', 'product', 'not', 'per', 'picture', 'display']	1	NEGATIVE	NEGATIVE	NEGATIVE	return	quality	n/a
474	40023184	154	disappointing very small . want to return the product . not as per picture displayed	disappoint very small want return product not per picture display	['disappoint', 'very', 'small', 'want', 'return', 'product', 'not', 'per', 'picture', 'display']	1	NEGATIVE	NEGATIVE	NEGATIVE	want	quality	n/a
475	40023184	154	disappointing very small . want to return the product . not as per picture displayed	disappoint very small want return product not per picture display	['disappoint', 'very', 'small', 'want', 'return', 'product', 'not', 'per', 'picture', 'display']	1	NEGATIVE	NEGATIVE	NEGATIVE	want to return	shipping_delivery	need replacement
476	40023184	155	 Not induction comfortable.too bad.	not induction comfortable too bad	['not', 'induction', 'comfortable', 'too', 'bad']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
477	40023184	155	 Not induction comfortable.too bad.	not induction comfortable too bad	['not', 'induction', 'comfortable', 'too', 'bad']	1	NEGATIVE	NEGATIVE	NEGATIVE	comfortable	operational_effectiveness	n/a
478	40023184	155	 Not induction comfortable.too bad.	not induction comfortable too bad	['not', 'induction', 'comfortable', 'too', 'bad']	1	NEGATIVE	NEGATIVE	NEGATIVE	induction	operational_effectiveness	n/a
479	40023184	155	 Not induction comfortable.too bad.	not induction comfortable too bad	['not', 'induction', 'comfortable', 'too', 'bad']	1	NEGATIVE	NEGATIVE	NEGATIVE	comfortable	size	correct size
480	40023184	156	 Found it too small a size	find too small size	['find', 'too', 'small', 'size']	2	NEGATIVE	NEUTRAL	NEGATIVE	size	size	n/a
481	40023184	156	 Found it too small a size	find too small size	['find', 'too', 'small', 'size']	2	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
482	40023184	157	 item is very small, not useful.	item very small not useful	['item', 'very', 'small', 'not', 'useful']	1	NEGATIVE	NEGATIVE	NEGATIVE	small	size	n/a
483	40023184	157	 item is very small, not useful.	item very small not useful	['item', 'very', 'small', 'not', 'useful']	1	NEGATIVE	NEGATIVE	NEGATIVE	useful	operational_effectiveness	n/a
484	40023184	158	not up to the mark too small	not up mark too small	['not', 'up', 'mark', 'too', 'small']	2	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
485	40023184	158	not up to the mark too small	not up mark too small	['not', 'up', 'mark', 'too', 'small']	2	NEGATIVE	NEUTRAL	NEGATIVE	mark	quality	n/a
486	40023184	159	 very small. 1L is wrong. But still it is good in quality.	very small l wrong but still good quality	['very', 'small', 'l', 'wrong', 'but', 'still', 'good', 'quality']	2	NEUTRAL	POSITIVE	POSITIVE	small	size	n/a
487	40023184	159	 very small. 1L is wrong. But still it is good in quality.	very small l wrong but still good quality	['very', 'small', 'l', 'wrong', 'but', 'still', 'good', 'quality']	2	NEUTRAL	POSITIVE	POSITIVE	good	quality	n/a
488	40023184	159	 very small. 1L is wrong. But still it is good in quality.	very small l wrong but still good quality	['very', 'small', 'l', 'wrong', 'but', 'still', 'good', 'quality']	2	NEUTRAL	POSITIVE	POSITIVE	quality	quality	n/a
489	40023184	160	it's not induction comparable 	not induction comparable	['not', 'induction', 'comparable']	2	NEUTRAL	NEUTRAL	NEGATIVE	induction	operational_effectiveness	n/a
490	40023184	161	 product is very light weight and very small	product very light weight very small	['product', 'very', 'light', 'weight', 'very', 'small']	1	POSITIVE	NEUTRAL	NEGATIVE	small	size	n/a
491	40023184	161	 product is very light weight and very small	product very light weight very small	['product', 'very', 'light', 'weight', 'very', 'small']	1	POSITIVE	NEUTRAL	NEGATIVE	light	quality	n/a
492	40023184	161	 product is very light weight and very small	product very light weight very small	['product', 'very', 'light', 'weight', 'very', 'small']	1	POSITIVE	NEUTRAL	NEGATIVE	weight	quality	n/a
493	40023184	161	 product is very light weight and very small	product very light weight very small	['product', 'very', 'light', 'weight', 'very', 'small']	1	POSITIVE	NEUTRAL	NEGATIVE	light weight	size	insignificant
494	40023184	162	 bakwas	bakwas	['bakwas']	5	NEUTRAL	NEUTRAL	NEUTRAL	bakwas	quality	n/a
495	40023184	163	Not good quality Very thin material and not viable for daily use.	not good quality very thin material not viable daily use	['not', 'good', 'quality', 'very', 'thin', 'material', 'not', 'viable', 'daily', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	good	quality	n/a
496	40023184	163	Not good quality Very thin material and not viable for daily use.	not good quality very thin material not viable daily use	['not', 'good', 'quality', 'very', 'thin', 'material', 'not', 'viable', 'daily', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	quality	quality	n/a
497	40023184	163	Not good quality Very thin material and not viable for daily use.	not good quality very thin material not viable daily use	['not', 'good', 'quality', 'very', 'thin', 'material', 'not', 'viable', 'daily', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	thin	quality	n/a
498	40023184	163	Not good quality Very thin material and not viable for daily use.	not good quality very thin material not viable daily use	['not', 'good', 'quality', 'very', 'thin', 'material', 'not', 'viable', 'daily', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
499	40023184	163	Not good quality Very thin material and not viable for daily use.	not good quality very thin material not viable daily use	['not', 'good', 'quality', 'very', 'thin', 'material', 'not', 'viable', 'daily', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	viable	operational_effectiveness	n/a
500	40023184	163	Not good quality Very thin material and not viable for daily use.	not good quality very thin material not viable daily use	['not', 'good', 'quality', 'very', 'thin', 'material', 'not', 'viable', 'daily', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	good quality	quality	superior quality
501	40023184	163	Not good quality Very thin material and not viable for daily use.	not good quality very thin material not viable daily use	['not', 'good', 'quality', 'very', 'thin', 'material', 'not', 'viable', 'daily', 'use']	1	NEGATIVE	NEGATIVE	NEGATIVE	not good quality	quality	poor quality
502	40023184	164	 thanks for nice product BB	thank nice product bb	['thank', 'nice', 'product', 'bb']	4	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
503	40023184	165	 Good	good	['good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
504	40023184	166	Not good very thin nd small	not good very thin nd small	['not', 'good', 'very', 'thin', 'nd', 'small']	2	NEGATIVE	NEGATIVE	NEGATIVE	small	size	n/a
505	40023184	166	Not good very thin nd small	not good very thin nd small	['not', 'good', 'very', 'thin', 'nd', 'small']	2	NEGATIVE	NEGATIVE	NEGATIVE	good	quality	n/a
506	40023184	166	Not good very thin nd small	not good very thin nd small	['not', 'good', 'very', 'thin', 'nd', 'small']	2	NEGATIVE	NEGATIVE	NEGATIVE	thin	quality	n/a
507	40023184	167	Not worthy This is not 1 ltr kadhai it's 700 ml only	not worthy not ltr kadhai 00 ml only	['not', 'worthy', 'not', 'ltr', 'kadhai', '00', 'ml', 'only']	1	NEGATIVE	NEGATIVE	NEGATIVE	ml	size	n/a
508	40023184	167	Not worthy This is not 1 ltr kadhai it's 700 ml only	not worthy not ltr kadhai 00 ml only	['not', 'worthy', 'not', 'ltr', 'kadhai', '00', 'ml', 'only']	1	NEGATIVE	NEGATIVE	NEGATIVE	worthy	quality	n/a
509	40023184	167	Not worthy This is not 1 ltr kadhai it's 700 ml only	not worthy not ltr kadhai 00 ml only	['not', 'worthy', 'not', 'ltr', 'kadhai', '00', 'ml', 'only']	1	NEGATIVE	NEGATIVE	NEGATIVE	not worth	price	expensive
510	40023184	168	deceptive size waste of money. i cannot use this item for anything	deceptive size waste money can not use item anything	['deceptive', 'size', 'waste', 'money', 'can', 'not', 'use', 'item', 'anything']	1	NEGATIVE	NEGATIVE	NEUTRAL	money	price	n/a
511	40023184	168	deceptive size waste of money. i cannot use this item for anything	deceptive size waste money can not use item anything	['deceptive', 'size', 'waste', 'money', 'can', 'not', 'use', 'item', 'anything']	1	NEGATIVE	NEGATIVE	NEUTRAL	can	shipping_delivery	n/a
512	40023184	168	deceptive size waste of money. i cannot use this item for anything	deceptive size waste money can not use item anything	['deceptive', 'size', 'waste', 'money', 'can', 'not', 'use', 'item', 'anything']	1	NEGATIVE	NEGATIVE	NEUTRAL	deceptive	size	n/a
513	40023184	168	deceptive size waste of money. i cannot use this item for anything	deceptive size waste money can not use item anything	['deceptive', 'size', 'waste', 'money', 'can', 'not', 'use', 'item', 'anything']	1	NEGATIVE	NEGATIVE	NEUTRAL	size	size	n/a
514	40023184	168	deceptive size waste of money. i cannot use this item for anything	deceptive size waste money can not use item anything	['deceptive', 'size', 'waste', 'money', 'can', 'not', 'use', 'item', 'anything']	1	NEGATIVE	NEGATIVE	NEUTRAL	use	operational_effectiveness	n/a
515	40023184	168	deceptive size waste of money. i cannot use this item for anything	deceptive size waste money can not use item anything	['deceptive', 'size', 'waste', 'money', 'can', 'not', 'use', 'item', 'anything']	1	NEGATIVE	NEGATIVE	NEUTRAL	waste of money	price	expensive
516	40023184	169	 bhut chhhota h	bhut chhhota h	['bhut', 'chhhota', 'h']	2	NEUTRAL	NEUTRAL	NEUTRAL	n/a	No_match	n/a
517	40023184	170	 small size	small size	['small', 'size']	2	NEGATIVE	NEUTRAL	POSITIVE	size	size	n/a
